Data from pcis_c_h2_p6_Reflection_1.txt Node
Date: Wed Jul 12 17:43:05 ART 2017
User: rodoncho
Spectrometer: USB2E3644
Trigger mode: 4
Integration Time (sec): 6.000000E-2
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178.315	78.52
178.696	128.57
179.076	750
179.457	519.51
179.838	267.86
180.218	-117.86
180.599	18.13
180.979	-116.67
181.36	118.55
181.74	248.57
182.121	375
182.501	63.82
182.881	42.45
183.262	-15.64
183.642	-159.28
184.022	-2019.23
184.402	1792.5
184.783	322.5
185.163	248.98
185.543	191.55
185.923	185.69
186.303	187.72
186.683	181.76
187.063	198.71
187.443	189.96
187.823	174.4
188.203	170.21
188.583	165.83
188.963	154.62
189.343	146
189.723	144.61
190.102	140.68
190.482	132.88
190.862	135.09
191.242	138.16
191.621	136.13
192.001	136.11
192.38	135.53
192.76	136.37
193.14	136.49
193.519	134.33
193.898	131.31
194.278	129.99
194.657	130.41
195.037	128.26
195.416	126.87
195.795	124.64
196.175	124.65
196.554	123.87
196.933	124.01
197.312	127.68
197.692	126.13
198.071	124.09
198.45	125.52
198.829	122.54
199.208	117.28
199.587	116.34
199.966	115.32
200.345	112.79
200.724	111.86
201.103	111.9
201.482	114.63
201.86	113.81
202.239	114.11
202.618	112.58
202.997	112
203.375	113.17
203.754	114.56
204.133	113.95
204.511	114.4
204.89	113.01
205.269	111.15
205.647	109.98
206.026	109.81
206.404	108.22
206.782	108.86
207.161	110.45
207.539	110.18
207.918	110.67
208.296	112.16
208.674	113.14
209.052	112.9
209.431	112.19
209.809	112.33
210.187	114.03
210.565	115.49
210.943	116.24
211.321	116.41
211.699	117.12
212.077	117.83
212.455	117.08
212.833	117.92
213.211	118.03
213.589	118.97
213.967	118.43
214.345	118.9
214.722	118.51
215.1	119.89
215.478	121.55
215.855	122.61
216.233	120.28
216.611	120.29
216.988	120.89
217.366	120.69
217.743	120.59
218.121	119.5
218.498	119.71
218.876	119.29
219.253	117.06
219.631	116.42
220.008	116.36
220.385	116.62
220.762	118.03
221.14	118.53
221.517	119.21
221.894	120.84
222.271	121.27
222.648	122.22
223.025	122.15
223.402	121.14
223.78	121.21
224.157	123.55
224.533	122.41
224.91	122.97
225.287	123.79
225.664	124.97
226.041	123.63
226.418	122.78
226.795	123.11
227.171	124.26
227.548	123.9
227.925	123.43
228.301	122.78
228.678	120.4
229.055	121.37
229.431	122.02
229.808	122.02
230.184	121.32
230.561	121.07
230.937	122.22
231.313	122.97
231.69	123.03
232.066	122
232.442	122.45
232.819	122.1
233.195	121.74
233.571	121.85
233.947	122.82
234.323	123.07
234.699	122.51
235.075	122.88
235.451	123.25
235.827	124.48
236.203	125.62
236.579	127.99
236.955	128.08
237.331	128.73
237.707	132
238.083	136.41
238.459	138.61
238.834	141.14
239.21	146.15
239.586	150.82
239.961	155.88
240.337	160.78
240.713	163.87
241.088	167.08
241.464	170.13
241.839	175.84
242.215	185.51
242.59	201.95
242.965	231.32
243.341	301.63
243.716	415.97
244.091	645.04
244.467	1048.3
244.842	2194.02
245.217	14151.56
245.592	-10482.56
245.967	-5471.34
246.343	-4294.81
246.718	-4466.5
247.093	-4277.83
247.468	-3835.17
247.843	-2803.99
248.218	-1712.13
248.593	-1004.7
248.967	-687.82
249.342	-565.9
249.717	-552.94
250.092	-569
250.467	-631.41
250.841	-959.68
251.216	-7531.97
251.591	1467.04
251.965	728
252.34	555.13
252.714	495.9
253.089	440.61
253.463	420.87
253.838	427.94
254.212	441.43
254.587	483.17
254.961	559.5
255.335	786.82
255.71	2655.59
256.084	-1078.41
256.458	-416.83
256.832	-264.98
257.206	-218.54
257.581	-191.47
257.955	-178.76
258.329	-163.84
258.703	-148.98
259.077	-138.33
259.451	-130.17
259.825	-121.69
260.199	-115.23
260.572	-113.58
260.946	-109.71
261.32	-107.7
261.694	-105.13
262.068	-102.2
262.441	-100.46
262.815	-98.85
263.189	-99.94
263.562	-106.18
263.936	-123.24
264.309	-153.03
264.683	-186.95
265.056	-211.56
265.43	-220.69
265.803	-217.05
266.176	-219.01
266.55	-225.83
266.923	-220.41
267.296	-211.24
267.67	-195.34
268.043	-176.76
268.416	-157.62
268.789	-138.48
269.162	-120.57
269.535	-109.84
269.908	-104.66
270.281	-100.72
270.654	-100.22
271.027	-101.43
271.4	-103.45
271.773	-103.76
272.146	-101
272.519	-96.72
272.891	-93.38
273.264	-92.46
273.637	-91.22
274.01	-91.04
274.382	-88.45
274.755	-87.16
275.127	-86.7
275.5	-87.36
275.872	-89.24
276.245	-89.48
276.617	-90.83
276.99	-95.12
277.362	-97.68
277.734	-98.16
278.107	-96.68
278.479	-92.62
278.851	-88.2
279.223	-84.11
279.596	-81.17
279.968	-79.2
280.34	-79.52
280.712	-76.72
281.084	-73.36
281.456	-68.01
281.828	-63.1
282.2	-57.96
282.572	-54.02
282.944	-50.84
283.315	-49.62
283.687	-48.63
284.059	-48.23
284.431	-48.14
284.802	-47.21
285.174	-46.21
285.546	-45
285.917	-44.78
286.289	-43.43
286.66	-42.44
287.032	-41.68
287.403	-40.33
287.775	-39.49
288.146	-39.26
288.518	-39.16
288.889	-38.65
289.26	-39.93
289.632	-40.95
290.003	-42.93
290.374	-44.66
290.745	-45.35
291.116	-44.85
291.487	-43.85
291.858	-42.82
292.229	-41.94
292.6	-40.47
292.971	-39.01
293.342	-36.83
293.713	-34.71
294.084	-33.65
